TMC,YEAR,lanes
110-05513,2019,2
110-05512,2019,2
110-05514,2019,2
110-05511,2019,2
110-05510,2019,2
110-05517,2019,2
110-05516,2019,2
110-05519,2019,2
110-05518,2019,2
110-05502,2019,2
110-05504,2019,2
110-05503,2019,2
110-05500,2019,2
110-05509,2019,2
110-05506,2019,2
110-05508,2019,2
110-05507,2019,2
110N04900,2019,2
110N04905,2019,3
110N04906,2019,3
110N04907,2019,3
110N04901,2019,2
110N04902,2019,2
110N04903,2019,2
110N04904,2019,3
110P04899,2019,2
110P04897,2019,2
110P04898,2019,2
110P04895,2019,2
110P04896,2019,2
110P04893,2019,3
110P04894,2019,3
110P04891,2019,3
110P04892,2019,3
110P04890,2019,3
110-16072,2019,3
110P04859,2019,4
110P04857,2019,3
110-05395,2019,2
110P04858,2019,3
110-05394,2019,2
110-05397,2019,2
110P04855,2019,2
110-05396,2019,2
110P04856,2019,2
110-05391,2019,2
110-05390,2019,3
110P04851,2019,3
110-05393,2019,2
110-05392,2019,2
110P04852,2019,3
110P04850,2019,3
110-05399,2019,2
110-05398,2019,2
110P04868,2019,3
110-05383,2019,3
110P04869,2019,3
110P04866,2019,3
110P04867,2019,3
110-05380,2019,3
110P04865,2019,3
110-05382,2019,3
110P04862,2019,3
110P04863,2019,3
110-05381,2019,3
110P04860,2019,4
110P04861,2019,4
110-05389,2019,3
110-16029,2019,3
110-05373,2019,2
110P04879,2019,3
110-05372,2019,2
110-05375,2019,2
110P04877,2019,2
110-05374,2019,2
110P04878,2019,3
110P04875,2019,2
110P04876,2019,2
110-05371,2019,2
110P04873,2019,2
110P04874,2019,2
110-05370,2019,2
110P04871,2019,2
110P04872,2019,2
110P04870,2019,3
110-05377,2019,2
110-05376,2019,2
110-05379,2019,3
110-05362,2019,2
110-05361,2019,2
110-05364,2019,2
110P04888,2019,4
110P04889,2019,3
110-05363,2019,2
110P04886,2019,4
110P04887,2019,4
110P04884,2019,5
110-05360,2019,2
110P04885,2019,5
110P04882,2019,3
110-05369,2019,2
110P04883,2019,4
110P04880,2019,3
110P04881,2019,3
110-05366,2019,2
110-05365,2019,2
110-05368,2019,2
110-05367,2019,2
110-05472,2019,2
110-05471,2019,2
110-04142,2019,3
110-05474,2019,2
110-04143,2019,3
110-05473,2019,2
110-05470,2019,2
110-04148,2019,3
110-04149,2019,3
110-05479,2019,2
110-04144,2019,3
110-05476,2019,2
110-05475,2019,2
110-04145,2019,4
110-05478,2019,2
110-04146,2019,3
110-04147,2019,3
110-05477,2019,2
110P04949,2019,3
110P04947,2019,3
110P04948,2019,3
110P04945,2019,3
110P04946,2019,3
110-05460,2019,2
110-05463,2019,3
110-05462,2019,3
110P04944,2019,4
110-05469,2019,2
110-05468,2019,2
110-05465,2019,3
110-05464,2019,3
110-05467,2019,2
110-05466,2019,2
110P04958,2019,3
110P04956,2019,3
110-05450,2019,2
110P04957,2019,3
110-04120,2019,3
110-05452,2019,2
110P04954,2019,3
110-04121,2019,4
110P04955,2019,4
110-05451,2019,2
110P04950,2019,3
110P04951,2019,3
110-05458,2019,2
110-04126,2019,4
110-04127,2019,4
110-05457,2019,2
110-04128,2019,4
110-05459,2019,2
110-05454,2019,2
110-04122,2019,4
110-05453,2019,2
110-04123,2019,4
110-04124,2019,4
110-05456,2019,2
110-05455,2019,2
110-04125,2019,4
110-05440,2019,2
110-05447,2019,2
110-05446,2019,2
110-05449,2019,2
110-05448,2019,2
110-05443,2019,2
110-05442,2019,2
110-05445,2019,2
110-05444,2019,2
110-05430,2019,2
110-05436,2019,2
110-05435,2019,2
110-05438,2019,2
110-05437,2019,2
110-05432,2019,2
110-05431,2019,2
110-05434,2019,2
110-05433,2019,2
110-05439,2019,2
110P04907,2019,3
110P04908,2019,3
110P04905,2019,3
110P04906,2019,3
110P04903,2019,2
110P04904,2019,2
110P04901,2019,2
110P04902,2019,2
110P04900,2019,2
110-05424,2019,2
110-05427,2019,2
110-05426,2019,2
110-05421,2019,2
110-05420,2019,2
110-05423,2019,2
110-05422,2019,2
110-05429,2019,2
110-05428,2019,2
110P04914,2019,2
110P04915,2019,2
110P04912,2019,3
110P04913,2019,3
110P04910,2019,3
110P04911,2019,3
110-05414,2019,2
110-05416,2019,2
110-05415,2019,2
110-05410,2019,2
110-05412,2019,2
110-05411,2019,2
110-05418,2019,2
110-05417,2019,2
110-05419,2019,2
110P04925,2019,3
110P04926,2019,3
110-05403,2019,2
110-05402,2019,2
110-05405,2019,2
110-05404,2019,2
110-05401,2019,2
110-05400,2019,2
110-05407,2019,2
110-05406,2019,2
110-05409,2019,2
110-05408,2019,2
110+05019,2019,3
110+05012,2019,2
110+05011,2019,2
110+05018,2019,3
110+05010,2019,2
110+05009,2019,2
110+05008,2019,2
110+05007,2019,2
110+05023,2019,3
110+05022,2019,3
110+05021,2019,3
110+05020,2019,3
110-05353,2019,2
110-05359,2019,2
110-05358,2019,2
110-05355,2019,2
110-05354,2019,2
110-05357,2019,2
110-05356,2019,2
110N04603,2019,4
110N04608,2019,4
110N04609,2019,4
110N04604,2019,4
110P04699,2019,4
110N04605,2019,4
110P04697,2019,4
110N04606,2019,4
110N04607,2019,4
110P04698,2019,4
110P04696,2019,3
110P04693,2019,2
110P04694,2019,2
110P04691,2019,3
110P04692,2019,2
110N04611,2019,4
110+10919,2019,4
110N04612,2019,4
110+10918,2019,4
110N04613,2019,4
110N04610,2019,4
110+10921,2019,4
110+10920,2019,4
110N04645,2019,6
110N04646,2019,5
110N04647,2019,4
110N04648,2019,4
110P04670,2019,4
110P04688,2019,3
110P04689,2019,3
110P04686,2019,2
110P04687,2019,2
110P04684,2019,2
110P04682,2019,2
110P04683,2019,2
110P04681,2019,2
110N04688,2019,3
110N04689,2019,3
110N04684,2019,2
110N04686,2019,2
110N04687,2019,3
110P04613,2019,4
110P04611,2019,4
110P04612,2019,4
110P04610,2019,4
110N04681,2019,2
110N04682,2019,2
110N04683,2019,2
110N04670,2019,4
110N04699,2019,4
110N04698,2019,4
110P04648,2019,4
110P04646,2019,5
110P04647,2019,4
110P04645,2019,5
110N04691,2019,2
110N04692,2019,2
110N04693,2019,2
110N04694,2019,2
110P04709,2019,4
110P04707,2019,4
110P04708,2019,4
110P04705,2019,4
110P04706,2019,4
110P04703,2019,4
110P04704,2019,4
110P04701,2019,4
110P04702,2019,4
110P04700,2019,4
110P04710,2019,3
110P04729,2019,4
110P04728,2019,4
110P04776,2019,4
110P04774,2019,3
110P04775,2019,4
110P04772,2019,3
110P04773,2019,3
110P04770,2019,2
110P04771,2019,3
110P04789,2019,4
110P04787,2019,3
110P04788,2019,3
110P04785,2019,3
110P04786,2019,3
110P04784,2019,3
110P04798,2019,2
110P04799,2019,2
110P04794,2019,3
110P04795,2019,3
110P04792,2019,3
110P04793,2019,3
110P04790,2019,3
110P04791,2019,3
110P04738,2019,2
110P04739,2019,3
110P04736,2019,2
110P04734,2019,3
110P04735,2019,3
110P04732,2019,2
110P04733,2019,2
110P04730,2019,2
110P04731,2019,2
110-05021,2019,3
110-05020,2019,3
110-05022,2019,3
110P04743,2019,3
110P04741,2019,3
110P04742,2019,3
110P04740,2019,3
110-05010,2019,2
110-05012,2019,2
110-05011,2019,2
110-05018,2019,3
110-05017,2019,3
110-05019,2019,3
110-05007,2019,2
110-05009,2019,2
110-05008,2019,2
110P04819,2019,3
110P04817,2019,3
110P04818,2019,3
110P04815,2019,3
110P04816,2019,3
110P04813,2019,3
110P04814,2019,3
110P04811,2019,3
110P04812,2019,3
110P04810,2019,3
110P04828,2019,2
110P04827,2019,2
110P04824,2019,4
110P04823,2019,4
110P04820,2019,3
110P04821,2019,3
110P04848,2019,3
110P04849,2019,3
110P04847,2019,2
110+15859,2019,3
110P04808,2019,3
110P04809,2019,3
110P04806,2019,2
110P04807,2019,3
110P04804,2019,2
110P04805,2019,2
110P04803,2019,2
110P04800,2019,2
110P04801,2019,2
110+04801,2020,2
110+04800,2020,2
110+04806,2020,2
110+04805,2020,2
110+04804,2020,2
110+04803,2020,2
110+04849,2020,3
110+04848,2020,3
110+04847,2020,2
110+04824,2020,4
110+04823,2020,4
110+04821,2020,3
110+04828,2020,2
110+04827,2020,2
110+04825,2020,3
110+04820,2020,3
110+04819,2020,3
110+04818,2020,3
110+04813,2020,3
110+04812,2020,3
110+04811,2020,3
110+04810,2020,3
110+04817,2020,3
110+04816,2020,3
110+04815,2020,3
110+04814,2020,3
110+04809,2020,3
110+04808,2020,3
110+04807,2020,2
110+04889,2020,4
110+04888,2020,4
110+04887,2020,4
110+04882,2020,3
110+04881,2020,3
110+04880,2020,3
110+04886,2020,4
110+04885,2020,5
110+04884,2020,4
110+04883,2020,3
110+04879,2020,3
110+04878,2020,3
110+04877,2020,2
110+04876,2020,2
110+04871,2020,2
110+04870,2020,3
110+04875,2020,2
110+04874,2020,2
110+04873,2020,2
110+04872,2020,2
110+04868,2020,3
110+04867,2020,3
110+04866,2020,3
110+04865,2020,3
110+04869,2020,3
110+04860,2020,4
110+04864,2020,3
110+04863,2020,3
110+04862,2020,4
110+04861,2020,4
110+04857,2020,3
110+04856,2020,2
110+04855,2020,3
110+04859,2020,3
110+04858,2020,3
110+04852,2020,3
110+04851,2020,3
110+04850,2020,3
110+04899,2020,2
110+04898,2020,2
110+04893,2020,3
110+04892,2020,3
110+04891,2020,3
110+04890,2020,3
110+04897,2020,2
110+04896,2020,2
110+04895,2020,2
110+04894,2020,3
110+04927,2020,3
110+04926,2020,3
110+04925,2020,3
110+04912,2020,3
110+04911,2020,3
110+04915,2020,2
110+04914,2020,2
110+04913,2020,3
110+04908,2020,3
110+04907,2020,3
110+04906,2020,3
110+04901,2020,2
110+04900,2020,2
110+04905,2020,2
110+04904,2020,2
110+04903,2020,2
110+04902,2020,2
110P04608,2020,4
110P04609,2020,4
110P04606,2020,4
110P04607,2020,4
110P04604,2020,4
110P04605,2020,4
110P04603,2020,4
110+04956,2020,3
110+04955,2020,3
110+04953,2020,2
110+04959,2020,3
110+04958,2020,3
110+04957,2020,3
110+04952,2020,2
110+04951,2020,3
110+04950,2020,3
110+04945,2020,3
110+04944,2020,3
110+04949,2020,3
110+04948,2020,3
110+04947,2020,3
110+04946,2020,3
110+04695,2020,2
110+04694,2020,2
110+04693,2020,2
110+04692,2020,2
110+04699,2020,4
110+04698,2020,4
110+04697,2020,4
110+04696,2020,2
110+04691,2020,3
110+04690,2020,3
110P05542,2020,2
110P05540,2020,2
110P05541,2020,2
110P05508,2020,2
110P05509,2020,2
110P05506,2020,2
110P05507,2020,2
110P05504,2020,2
110P05503,2020,2
110P05500,2020,2
110P05519,2020,2
110P05517,2020,2
110P05518,2020,2
110P05513,2020,2
110P05514,2020,2
110P05511,2020,2
110P05512,2020,2
110P05510,2020,2
110N05514,2020,2
110N05513,2020,2
110N05510,2020,2
110N05512,2020,2
110N05511,2020,2
110P05529,2020,2
110N05518,2020,2
110N05517,2020,2
110P05522,2020,2
110N05519,2020,2
110P05520,2020,2
110P05521,2020,2
110N05503,2020,2
110N05504,2020,2
110N05500,2020,2
110P05539,2020,2
110P05537,2020,2
110P05538,2020,2
110N05507,2020,2
110P05535,2020,2
110P05536,2020,2
110P05533,2020,2
110N05509,2020,2
110N05508,2020,2
110P05534,2020,2
110P05531,2020,2
110P05532,2020,2
110P05530,2020,2
110N05536,2020,2
110N05535,2020,2
110N05538,2020,2
110N05537,2020,2
110N05532,2020,2
110N05531,2020,2
110N05534,2020,2
110N05533,2020,2
110N05539,2020,2
110N05530,2020,2
110N05521,2020,2
110N05520,2020,2
110N05522,2020,2
110N05529,2020,2
110N05541,2020,2
110N05540,2020,2
110N04127,2020,3
110N05459,2020,2
110N04128,2020,4
110N05458,2020,2
110N04129,2020,4
110N05455,2020,2
110N04123,2020,4
110N04124,2020,4
110N05454,2020,2
110N04125,2020,4
110N05457,2020,2
110N04126,2020,4
110N05456,2020,2
110N05451,2020,2
110N05450,2020,2
110N04121,2020,3
110N05453,2020,2
110N04122,2020,4
110N05452,2020,2
110N05448,2020,2
110N05447,2020,2
110N05449,2020,2
110N05444,2020,2
110N05443,2020,2
110N05446,2020,2
110N05445,2020,2
110N05440,2020,2
110N04149,2020,3
110N04145,2020,3
110N05477,2020,2
110N04146,2020,3
110N05476,2020,2
110N05479,2020,2
110N04147,2020,3
110N04148,2020,3
110N05478,2020,2
110N05473,2020,2
110N05472,2020,2
110N04143,2020,3
110N05475,2020,2
110N04144,2020,3
110N05474,2020,2
110N05471,2020,2
110N05470,2020,2
110N05469,2020,2
110N05466,2020,3
110N05465,2020,3
110N05468,2020,2
110N05467,2020,2
110N05461,2020,2
110N05464,2020,3
110N05463,2020,3
110N05460,2020,2
110+04604,2020,4
110+04603,2020,4
110N04167,2020,2
110N05499,2020,2
110+04608,2020,4
110N05498,2020,2
110N04168,2020,2
110+04607,2020,4
110N04169,2020,2
110+04606,2020,4
110+04605,2020,4
110N05495,2020,2
110N04163,2020,2
110N04164,2020,2
110N05497,2020,2
110N04165,2020,2
110N05496,2020,2
110N04166,2020,2
110N05491,2020,3
110N05490,2020,3
110N05492,2020,3
110N05488,2020,2
110N04156,2020,4
110N05487,2020,2
110N05484,2020,2
110N04152,2020,4
110N04153,2020,4
110N05483,2020,2
110N04154,2020,4
110N05486,2020,2
110N05485,2020,2
110N04155,2020,4
110N05480,2020,2
110N05482,2020,2
110N04150,2020,3
110N05481,2020,2
110N04151,2020,3
110N04189,2020,2
110N04180,2020,4
110N04185,2020,4
110N04186,2020,2
110N04187,2020,2
110N04188,2020,2
110N04181,2020,4
110N04182,2020,4
110N04183,2020,4
110N04184,2020,4
110N04178,2020,3
110N04179,2020,4
110N04174,2020,2
110N04175,2020,3
110N04176,2020,3
110N04177,2020,3
110N04170,2020,2
110N04171,2020,2
110N04172,2020,2
110N04173,2020,2
110+04648,2020,4
110+04647,2020,4
110+04646,2020,6
110+04645,2020,5
110N04190,2020,2
110N04191,2020,2
110N04192,2020,2
110N04193,2020,2
110+04614,2020,4
110+04613,2020,4
110+04612,2020,4
110+04611,2020,4
110+04610,2020,4
110+04609,2020,4
110+04689,2020,3
110+04684,2020,2
110+04683,2020,2
110+04682,2020,2
110+04681,2020,2
110+04688,2020,3
110+04687,2020,2
110+04686,2020,2
110+04670,2020,4
110-15859,2020,3
110N05415,2020,2
110N05417,2020,2
110N05416,2020,2
110N05410,2020,2
110N05412,2020,2
110N05419,2020,2
110N05404,2020,2
110N05403,2020,2
110N05406,2020,2
110N05405,2020,2
110N05400,2020,2
110N05402,2020,2
110N05401,2020,2
110N05408,2020,2
110N05407,2020,2
110N05409,2020,2
110N05437,2020,2
110N05436,2020,2
110N05439,2020,2
110N05438,2020,2
110N05433,2020,2
110N05432,2020,2
110N05435,2020,2
110N05434,2020,2
110N05431,2020,2
110N05430,2020,2
110N05428,2020,2
110N05427,2020,2
110N05422,2020,2
110N05421,2020,2
110N05424,2020,2
110N05423,2020,2
110N05429,2020,2
110N05420,2020,2
110N05359,2020,2
110N05356,2020,2
110N05355,2020,2
110N05358,2020,2
110N05357,2020,2
110-10920,2020,4
110-10921,2020,4
110-10919,2020,4
110-10918,2020,4
110N05354,2020,2
110N05353,2020,2
110+04729,2020,4
110N05377,2020,2
110+04728,2020,4
110N05379,2020,3
110N05374,2020,2
110N05373,2020,2
110N05376,2020,2
110N05375,2020,2
110N05370,2020,2
110N05372,2020,2
110N05371,2020,2
110+04711,2020,3
110N05367,2020,2
110N05366,2020,2
110N05369,2020,2
110N05368,2020,2
110+04710,2020,4
110N05363,2020,2
110N05362,2020,2
110+04709,2020,4
110N05365,2020,2
110+04708,2020,4
110N05364,2020,2
110N05361,2020,2
110N05360,2020,2
110+04703,2020,4
110+04702,2020,4
110+04701,2020,4
110+04700,2020,4
110+04707,2020,4
110N05399,2020,2
110+04706,2020,4
110+04705,2020,4
110+04704,2020,4
110N05390,2020,3
110N05396,2020,2
110N05395,2020,2
110N05398,2020,2
110N05397,2020,2
110N05392,2020,2
110N05391,2020,3
110N05394,2020,2
110N05393,2020,2
110N16029,2020,3
110N05381,2020,3
110N05380,2020,3
110N05383,2020,3
110N05382,2020,3
110N16072,2020,3
110+04744,2020,4
110+04743,2020,3
110+04742,2020,3
110+04741,2020,3
110+04740,2020,3
110+04736,2020,2
110+04735,2020,3
110+04734,2020,3
110+04733,2020,2
110+04739,2020,2
110+04738,2020,2
110+04737,2020,3
110+04732,2020,2
110+04731,2020,2
110+04730,2020,2
110+04799,2020,2
110+04794,2020,3
110+04793,2020,3
110+04792,2020,3
110+04798,2020,2
110+04796,2020,3
110+04795,2020,3
110+04790,2020,4
110+04789,2020,3
110+04788,2020,3
110+04787,2020,3
110+04786,2020,3
110+04785,2020,3
110+04777,2020,4
110+04772,2020,3
110+04771,2020,2
110+04770,2020,2
110+04776,2020,4
110+04775,2020,3
110+04774,2020,3
110+04773,2020,3
110-04943,2020,3
110-04948,2020,3
110-04949,2020,3
110-04944,2020,3
110-04945,2020,3
110-04946,2020,3
110-04947,2020,3
110P05359,2020,2
110P05357,2020,2
110P05358,2020,2
110P05355,2020,2
110P05356,2020,2
110P05353,2020,2
110P05354,2020,2
110P05368,2020,2
110P05369,2020,2
110P05366,2020,2
110P05367,2020,2
110P05364,2020,2
110P05365,2020,2
110P05362,2020,2
110P05363,2020,2
110P05360,2020,2
110P05361,2020,2
110-04926,2020,5
110-04925,2020,3
110P16029,2020,3
110P05379,2020,3
110P05377,2020,2
110P05375,2020,2
110P05376,2020,2
110-04910,2020,3
110P05373,2020,2
110P05374,2020,2
110P05371,2020,2
110P05372,2020,2
110P05370,2020,2
110-04911,2020,3
110-04912,2020,3
110-04913,2020,2
110-04914,2020,2
110-04904,2020,3
110-04905,2020,3
110-04906,2020,3
110-04907,2020,3
110-04900,2020,2
110-04901,2020,2
110-04902,2020,2
110-04903,2020,2
110+09220,2020,2
110P16072,2020,3
110P05382,2020,3
110P05383,2020,3
110P05380,2020,3
110P05381,2020,3
110P05399,2020,2
110P05397,2020,2
110P05398,2020,2
110P05395,2020,2
110P05396,2020,2
110P05393,2020,2
110P05394,2020,2
110P05391,2020,2
110P05392,2020,2
110P05390,2020,3
110-04951,2020,2
110-04953,2020,3
110-04954,2020,3
110-04950,2020,3
110-04955,2020,3
110-04956,2020,3
110-04957,2020,3
110-04958,2020,3
110P05469,2020,2
110P05467,2020,2
110P05468,2020,2
110P05465,2020,3
110P05466,2020,3
110-04820,2020,3
110P05463,2020,3
110-04822,2020,4
110P05464,2020,3
110P05461,2020,2
110P04130,2020,4
110P05460,2020,2
110-04827,2020,2
110-04823,2020,4
110-04824,2020,3
110-04826,2020,2
110-04809,2020,3
110P04149,2020,3
110P04147,2020,3
110P05478,2020,2
110P04148,2020,3
110P05479,2020,2
110P04145,2020,3
110P05476,2020,2
110P04146,2020,3
110P05477,2020,2
110-04810,2020,3
110P04143,2020,3
110P05474,2020,2
110P05475,2020,2
110-04811,2020,3
110P04144,2020,3
110P05472,2020,2
110P05473,2020,2
110P05470,2020,2
110P05471,2020,2
110-04816,2020,3
110-04817,2020,3
110-04818,2020,3
110-04819,2020,3
110-04812,2020,3
110-04813,2020,3
110-04814,2020,3
110-04815,2020,3
110P05487,2020,2
110P04156,2020,4
110P05488,2020,3
110P04157,2020,4
110P05485,2020,2
110P04154,2020,4
110P04155,2020,4
110-04800,2020,2
110P05486,2020,2
110P05483,2020,2
110P04152,2020,4
110P04153,2020,4
110P05484,2020,2
110P04150,2020,3
110P05481,2020,2
110P04151,2020,3
110P05482,2020,2
110-04805,2020,2
110P05480,2020,2
110-04806,2020,3
110-04807,2020,3
110-04808,2020,3
110-04801,2020,2
110-04802,2020,2
110-04803,2020,2
110-04804,2020,2
110P04169,2020,2
110P05498,2020,2
110P04167,2020,2
110P05499,2020,2
110P04168,2020,2
110P05496,2020,2
110P04165,2020,2
110P05497,2020,2
110P04166,2020,2
110P04163,2020,2
110P04164,2020,2
110P05495,2020,2
110P05492,2020,3
110P05490,2020,3
110P05491,2020,3
110P05429,2020,2
110P05427,2020,2
110P05428,2020,2
110P05423,2020,2
110P05424,2020,2
110P05421,2020,2
110P05422,2020,2
110P05420,2020,2
110P05438,2020,2
110P05439,2020,2
110P05436,2020,2
110P05437,2020,2
110P05434,2020,2
110P05435,2020,2
110P05432,2020,2
110P05433,2020,2
110P05430,2020,2
110P05431,2020,2
110P05449,2020,2
110P05447,2020,2
110P05448,2020,2
110P05445,2020,2
110P05446,2020,2
110P05443,2020,2
110P05444,2020,2
110P05440,2020,2
110P04129,2020,4
110P05458,2020,2
110P04127,2020,3
110P05459,2020,2
110P04128,2020,4
110P04125,2020,4
110P05456,2020,2
110P04126,2020,4
110P05457,2020,2
110P05454,2020,2
110P04123,2020,4
110P05455,2020,2
110P04124,2020,4
110P04121,2020,3
110P05452,2020,2
110P05453,2020,2
110P04122,2020,4
110P05450,2020,2
110P05451,2020,2
110N15859,2020,3
110P05409,2020,2
110P05407,2020,2
110P05408,2020,2
110P05405,2020,2
110P05406,2020,2
110P05403,2020,2
110P05404,2020,2
110P05401,2020,2
110P05402,2020,2
110P05400,2020,2
110P05419,2020,2
110P05416,2020,2
110P05417,2020,2
110P05415,2020,2
110P05412,2020,2
110P05413,2020,2
110P05410,2020,2
110P05411,2020,2
110N10918,2020,4
110N10919,2020,4
110N10921,2020,4
110N10920,2020,4
110-04890,2020,3
110-04891,2020,3
110-04896,2020,2
110-04897,2020,2
110-04898,2020,2
110-04899,2020,2
110-04892,2020,3
110-04893,2020,3
110-04894,2020,2
110-04895,2020,2
110-04880,2020,3
110-04885,2020,4
110-04886,2020,4
110-04887,2020,4
110-04888,2020,4
110-04881,2020,3
110-04882,2020,4
110-04883,2020,5
110-04884,2020,5
110-04889,2020,3
110-04874,2020,3
110-04875,2020,4
110-04876,2020,4
110-04877,2020,3
110-04870,2020,2
110-04871,2020,3
110-04872,2020,3
110-04873,2020,3
110-04878,2020,3
110-04879,2020,3
110-04863,2020,3
110P04178,2020,4
110P04179,2020,4
110-04864,2020,3
110P04176,2020,3
110-04865,2020,3
110P04177,2020,4
110-04866,2020,3
110P04174,2020,2
110P04175,2020,2
110-04860,2020,4
110-04861,2020,4
110P04172,2020,2
110P04173,2020,2
110-04862,2020,3
110P04170,2020,2
110P04171,2020,2
110-04867,2020,3
110-04868,2020,3
110-04869,2020,2
110P04189,2020,2
110P04187,2020,2
110-04854,2020,2
110-04855,2020,2
110P04188,2020,2
110P04185,2020,4
110P04186,2020,2
110-04850,2020,3
110P04183,2020,4
110P04184,2020,4
110-04851,2020,3
110P04181,2020,4
110P04182,2020,4
110P04180,2020,4
110-04858,2020,3
110-04859,2020,4
110-04849,2020,3
110P04192,2020,2
110P04193,2020,2
110P04190,2020,2
110P04191,2020,2
110-04846,2020,3
110-04847,2020,3
110-04848,2020,3
110-04700,2020,3
110-04701,2020,3
110-04706,2020,4
110-04707,2020,4
110-04708,2020,3
110-04709,2020,3
110-04702,2020,3
110-04703,2020,4
110-04704,2020,4
110-04705,2020,4
110+05542,2020,2
110+05541,2020,2
110+05540,2020,2
110N05019,2020,3
110N05018,2020,3
110N05017,2020,3
110N05011,2020,2
110N05010,2020,2
110N05012,2020,2
110N05008,2020,2
110N05007,2020,2
110N05009,2020,2
110-04790,2020,3
110-04791,2020,3
110-04792,2020,3
110-04797,2020,2
110-04798,2020,2
110-04799,2020,2
110-04793,2020,3
110-04794,2020,3
110-04795,2020,3
110N05022,2020,3
110N05021,2020,3
110N05020,2020,3
110-04786,2020,3
110-04787,2020,3
110-04788,2020,3
110-04789,2020,3
110-04784,2020,3
110-04785,2020,3
110-04770,2020,2
110-04775,2020,4
110-04776,2020,4
110-04777,2020,4
110-04771,2020,3
110-04772,2020,3
110-04773,2020,3
110-04774,2020,3
110-04769,2020,2
110+05539,2020,2
110+05538,2020,2
110+05537,2020,2
110+05536,2020,2
110+05531,2020,2
110+05530,2020,2
110+05535,2020,2
110+05534,2020,2
110+05533,2020,2
110+05532,2020,2
110-04742,2020,3
110-04743,2020,4
110-04740,2020,3
110-04741,2020,3
110+05529,2020,2
110+05520,2020,2
110+05522,2020,2
110+05521,2020,2
110-04731,2020,2
110-04732,2020,3
110-04733,2020,2
110-04734,2020,3
110-04730,2020,2
110-04739,2020,3
110-04735,2020,2
110-04736,2020,3
110-04738,2020,3
110+05517,2020,2
110+05515,2020,2
110+05514,2020,2
110+05519,2020,2
110+05518,2020,2
110+05513,2020,2
110+05512,2020,2
110+05511,2020,2
110+05510,2020,2
110-04728,2020,4
110-04729,2020,2
110-04727,2020,4
110+05505,2020,2
110+05504,2020,2
110+05503,2020,2
110+05509,2020,2
110+05508,2020,2
110+05507,2020,2
110+05501,2020,2
110+05500,2020,2
110-04690,2020,3
110-04691,2020,2
110-04692,2020,2
110-04693,2020,2
110-04698,2020,4
